title,description,image,Source,category,text_cleaned
Northwestern University Wildcats,"The Northwestern Wildcats offer some of the best Division 1 college sports action in the Midwest, featuring 19 teams and competing in the Big Ten Conference....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Evanston_Northwestern_University_Spectator_Sports0_a95e5d74-5056-a348-3ae3f0bedd5b1a0d.jpg",Chicago North shore,Shopping,northwestern wildcat offer best division college sport action midwest featuring team competing big ten conference
Skokie Sports Park,"Featuring one of the top 100 rated golf ranges in the U.S., complete with a two-tier, 40 station range with an automatic tee-up system. The driving range features a...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Skokie_Skokie_Sports_Park0_a95741c6-5056-a348-3a649ad27a049771.png",Chicago North shore,Shopping,featuring one top rated golf range u complete two tier station range automatic tee system driving range feature
Ultimate Ninjas North Shore,"Inspired by the hit television show “American Ninja Warrior”, offers a wide variety of obstacle courses for kids of every age and skill level. Agility course, swingi...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/UltimateNinjasNorthShore_A00CDD27-5056-A348-3A8E31A300274A3F-a00cdcbe5056a34_a00cdd76-5056-a348-3ad6e61c807db45f.jpg",Chicago North shore,Shopping,inspired hit television show “ american ninja warrior offer wide variety obstacle course kid every age skill level agility course swingi
1. Great River Road,"Built along the Mighty Mississippi, at 550 miles long, the Great River Road runs almost the entire length of the state. With both northern and southern sections of the byway, this gorgeous river drive offers everything from outdoor adventure and quiet charm, to presidential and colonial history and some good old fashioned kitsch. There’s no better way to experience the life and industry of the Mississippi River.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Road-Great-River-Road-Hartford-to-Grafton__FocusFillWyIwLjQ5IiwiMC4zNyIsMTgyNCwxMDAwXQ.jpeg,Enjoy Illinois,Scienic Byways,built along mighty mississippi mile long great river road run almost entire length state northern southern section byway gorgeous river drive offer everything outdoor adventure quiet charm presidential colonial history good old fashioned kitsch better way experience life industry mississippi river
2. Meeting of the Great Rivers Scenic Route,"Meeting of the Great Rivers is a breathtaking 33-mile section of the Great River Road, where the great Mississippi, Illinois and Missouri rivers come together. Extending fromPere Marquette State Parkto theLewis and Clark State Historic Site, traces of history can be seen all throughout the bluffs and river towns along the byway.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Cars-on-GreatRiverRoad__FocusFillWyItMC4xNiIsIjAuMjAiLDE4MjQsMTAwMF0.jpeg,Enjoy Illinois,Scienic Byways,meeting great river breathtaking mile section great river road great mississippi illinois missouri river come together extending frompere marquette state parkto thelewis clark state historic site trace history seen throughout bluff river town along byway
3. Historic Route 66,"The mother of all roads, and the original road trip, Route 66 begins in Chicago, Illinois. A mission all on its own, check outour Route 66 trip guidefor even more juicy details about this offbeat stretch of American roadway. Classic Americana, roadside photo ops, history, dining and so much more awaits.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Car-Route-66-Road__FocusFillWyIwLjAwIiwiMC4wMCIsMTgyNCwxMDAwXQ.jpeg,Enjoy Illinois,Scienic Byways,mother road original road trip route begin chicago illinois mission check outour route trip guidefor even juicy detail offbeat stretch american roadway classic americana roadside photo ops history dining much awaits
4. Illinois River Road,"Travel the rolling hills of central Illinois as you follow the path of the Illinois River. At 291 miles, the Illinois River Road offers incredible views and opportunities to stretch your legs at some of the best state parks in Illinois. The Byway unites more than 100 nature-based destinations throughout the Illinois River Valley, beginning in Ottawa and ending 150 miles south in Havana. Find the best spots for hunting, fishing, hiking, biking, canoeing, wetlands, gardens, birding and watching wildlife.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Peoria-River-Bridge-Illinois-River-Road__FocusFillWyItMC4xNiIsIjAuMDQiLDE4MjQsMTAwMF0.jpg,Enjoy Illinois,Scienic Byways,travel rolling hill central illinois follow path illinois river mile illinois river road offer incredible view opportunity stretch leg best state park illinois byway unites nature based destination throughout illinois river valley beginning ottawa ending mile south havana find best spot hunting fishing hiking biking canoeing wetland garden birding watching wildlife
5. Lincoln Highway,"Drive clear across northern Illinois on the nation’s first successful coast-to-coast highway.From the Indiana border, west toward the mighty Mississippi, you will find an adventure filled with variety, rich in history and heritage.Enjoy 179 miles of rolling farmland and classic Midwest traditions, as you loop around to the Great River Road or follow the byway toward Chicago.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Lincoln-Highway-Pavilion-Aurora__FocusFillWyIwLjAwIiwiMC4wMCIsMTgyNCwxMDAwXQ.jpg,Enjoy Illinois,Scienic Byways,drive clear across northern illinois nation first successful coast coast highway indiana border west toward mighty mississippi find adventure filled variety rich history heritage enjoy mile rolling farmland classic midwest tradition loop around great river road follow byway toward chicago
6. Ohio River Scenic Byway,Take the scenic route to some of Illinois' best outdoor adventures as you wind your way along country roads and through theShawnee National Foreston the Ohio River Scenic Byway. Travel the 188 miles around the southern tip of Illinois to experience some of the very best scenic views and outdoor destinations in the state.,https://www.enjoyillinois.com/assets/Images/Outdoor-Activities/Spring/Summer/Pine-Hills-Shawnee-National-Forest__FocusFillWyItMC4xMyIsIjAuMTEiLDE4MjQsMTAwMF0.jpeg,Enjoy Illinois,Scienic Byways,take scenic route illinois ' best outdoor adventure wind way along country road theshawnee national foreston ohio river scenic byway travel mile around southern tip illinois experience best scenic view outdoor destination state
7. Historic National Road,"America’s first highway,the Historic National Road, stretches 164 miles from Marshall to East St. Louis. The Historic National Highway played a pivotal role in uniting the country and promoting interstate commerce. Visit prehistoric cities, Victorian architecture and Midwest small town America along the way.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Brooks-Catsup-Bottle-Collinsville__FocusFillWyIwLjMxIiwiLTAuNzYiLDE4MjQsMTAwMF0.jpeg,Enjoy Illinois,Scienic Byways,america first highway historic national road stretch mile marshall east st louis historic national highway played pivotal role uniting country promoting interstate commerce visit prehistoric city victorian architecture midwest small town america along way
St. Charles Historic Walking Tour,Come explore the History of St. Charles on a self-guided tour that takes you through the decades of St. Charles history with 27 locations. Grab a…,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/143__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,Enjoy Illinois,"History, Art & Culture Tours",come explore history st charles self guided tour take decade st charles history location grab a…
Effingham County Veteran's Memorial,The Effingham County Veteran's Memorial wall is dedicated to all the men and women who served from all five branches of the armed forces. The names…,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/VetwallHero__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",effingham county veteran 's memorial wall dedicated men woman served five branch armed force names…
St. Charles Municipal Building,"The St. Charles Municipal Building was designed in 1940 by architects R. Harold Zook. Art deco was an inspiration for the Municipal Building, but the end…",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/StCharles-Scarecrow-Fest-River-Chris-Peak-Give-Credit-for-online-and-notice-if-in-Print-so-he-can-have-a-copy-2-1920x1081__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",st charles municipal building designed architect r harold zook art deco inspiration municipal building end…
Old Main at Knox College,Nowhere on the Knox campus are the history and the ideals of the College so intertwined with the modern-day work of faculty and students as in…,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/KK-Lincoln-Douglas-Old-Main-1__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",nowhere knox campus history ideal college intertwined modern day work faculty student in…
Paramount Theatre,"World-class entertainment—including dance, music, Broadway-caliber theatre, and children’s programming.",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Paramount-Little-Mermaid-1__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",world class entertainment including dance music broadway caliber theatre child programming
Champaign County History Museum,Come see various exhibits and artifacts that hold true to the history that is Champaign County.,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Cattle-Bank-Cleaned-Version2__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,Enjoy Illinois,"History, Art & Culture Tours",come see various exhibit artifact hold true history champaign county
Lincoln & Civil War Legacy Trail,"Walk in the footsteps of Abraham and Mary Todd Lincoln, and Civil War soldiers from both North and South.",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Lincoln-Civil-Way-Legacy-Trail__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",walk footstep abraham mary todd lincoln civil war soldier north south
Timber Lake Playhouse,Timber Lake Playhouse is Illinois' oldest continuously-running professional summer stock theatre. They offer live theater productions May-Sept. Reservations required.,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/TLP-2__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",timber lake playhouse illinois ' oldest continuously running professional summer stock theatre offer live theater production may sept reservation required
Bishop Hill State Historic Site,Bishop Hill State Historic Site is an open-air museum. Visit Utopia on the Prairie.,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Bishop-Hill-Illinois__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,Enjoy Illinois,"History, Art & Culture Tours",bishop hill state historic site open air museum visit utopia prairie
The Trail of Tears,"The Trail of Tears through southern Illinois stretches nearly sixty miles long. Original route segments exist as State Highway 146, lesser traveled county roads, and abandoned…",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Alt-Main-Camp-Ground-Church-1920x1081__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",trail tear southern illinois stretch nearly sixty mile long original route segment exist state highway lesser traveled county road abandoned…
Historic Nauvoo Visitor's Center,"Begin your exploration of historic Nauvoo here! Gather information on the restored homes, shops, and religious buildings in Historic Nauvoo and register for guided tours to…",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Historic-Nauvoo-Visitor-Center__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",begin exploration historic nauvoo gather information restored home shop religious building historic nauvoo register guided tour to…
Route History Museum & Souvenir Shop,"At Route History visitors can experience and learn about pioneers that made significant contributions to Illinois, the city of Springfield, the  greater society, located along…",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Lathan-1__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,Enjoy Illinois,"History, Art & Culture Tours",route history visitor experience learn pioneer made significant contribution illinois city springfield greater society located along…
Underground Railroad Shuttle Tours,"Discover the story of the Underground Railroad throughout Alton, IL.",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Lovejoy-Grave-with-Eric-Robinson__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",discover story underground railroad throughout alton il
Jacksonville's Underground Railroad Tour,See a variety of locations in Jacksonville that have connection to the Underground Railroad.,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/IMG-671__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,Enjoy Illinois,"History, Art & Culture Tours",see variety location jacksonville connection underground railroad
Venue 5126,"Venue 5126 is an elegant, rustic country barn venue, perfect for your upcoming wedding and reception!",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/EmersonCreekTeatoom-plate__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",venue elegant rustic country barn venue perfect upcoming wedding reception
Galena Trolley Tours,Enjoy beautiful views as well as wonderful photo opportunities. Galena Trolley Tours has historically and architecturally narrated tours.  By far the most affordable trolley tours…,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Galena-Trolley-Tours101-Large3__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",enjoy beautiful view well wonderful photo opportunity galena trolley tour historically architecturally narrated tour far affordable trolley tours…
Beall Mansion Historic Tours,Take an exquisitely elegant tour of an early 20th-century mansion full of ornate rooms featuring antique furnishings,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Beall-Mansion-Historic-Tours__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",take exquisitely elegant tour early th century mansion full ornate room featuring antique furnishing
Bicentennial Plaza,"To mark Illinois' 200th birthday, the Bicentennial Plaza was developed in 2018 to create a walkway linking the Lincoln Home to the Governor's Mansion and State…",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Bicentenial-Plaza__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",mark illinois ' th birthday bicentennial plaza developed create walkway linking lincoln home governor 's mansion state…
Downtown Elgin Public Arts Tour,Take a walking tour through scenic downtown Elgin to see various pieces of art in mediums like sculpture and mural paintings. Many can be seen while…,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Enjoy-Illinois-Photo__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",take walking tour scenic downtown elgin see various piece art medium like sculpture mural painting many seen while…
Amboy Depot Museum,The Amboy Depot Museum is located in a former depot built in 1876 which served as the division headquarters of the Illinois Central Railroad located in…,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Depot-Museum__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",amboy depot museum located former depot built served division headquarters illinois central railroad located in…
Franklin Creek Grist Mill & Interpretive Center,"The Franklin Creek Grist Mill and Interpretive Center is a reconstructed, timber frame, four-story 1847 grist mill located within the Franklin Creek State Natural Area.",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Franklin-Creek-Grist-Mill-main-sign__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",franklin creek grist mill interpretive center reconstructed timber frame four story grist mill located within franklin creek state natural area
Shawnee Shuttle,A professional wine trail tour service offering private mini-van tours of southern Illinois for small groups of two to six adults.,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/wine-tasting-hi-res__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",professional wine trail tour service offering private mini van tour southern illinois small group two six adult
Carl Sandburg State Historic Site,"Author-poet Carl Sandburg was born in the the three-room cottage at 331 E. Third Street in Galesburg on January 6, 1878.",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/SandburgBirthplace2__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,Enjoy Illinois,"History, Art & Culture Tours",author poet carl sandburg born three room cottage e third street galesburg january
Elgin Historic District,Let history envelope you through architectural buildings,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Good-HT__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,Enjoy Illinois,"History, Art & Culture Tours",let history envelope architectural building
Historic Downtown Long Grove,"As Illinois’ oldest historic district, Long Grove is a quaint place to breathe easy, where historic architecture and colorful storefronts give way to a unique variety…",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/LongGroveTOMs__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,Enjoy Illinois,"History, Art & Culture Tours",illinois oldest historic district long grove quaint place breathe easy historic architecture colorful storefront give way unique variety…
