title,description,personas,category,image_url,text_cleaned,text_cleaned_lemmatized,website
Eagle Ridge Resort & Spa,"features 63-holes of championship golf, an indulgent full-service spa and an array of award winning restaurants",sport,golf,,features 63 holes of championship golf an indulgent full service spa and an array of award winning restaurants,features 63 holes of championship golf an indulgent full service spa and an array of award winning restaurants,enjoyillinois
Ingersoll,"18-hole course with narrow fairways and gently rolling terrain offers 6,107 challenging yards on its par 71 course",sport,golf,,18 hole course with narrow fairways and gently rolling terrain offers 6107 challenging yards on its par 71 course,18 hole course with narrow fairways and gently rolling terrain offers 6107 challenging yards on its par 71 course,enjoyillinois
Links at Kokopelli ,"18-hole course,  one of ""America's 100 Best Courses for $100 or Less."" Kokopelli offers a full-service pro shop, professionals who offer personal golf instruction and an eight-acre practice facility",sport,golf,,18 hole course  one of americas 100 best courses for 100 dollar or less  kokopelli offers a full service pro shop professionals who offer personal golf instruction and an eight-acre practice facility,18 hole course  one of americas 100 best courses for 100 dollar or less  kokopelli offers a full service pro shop professionals who offer personal golf instruction and an eight-acre practice facility,enjoyillinois
Rend Lake Golf Course,beautiful public 27-hole golf course on the banks of Rend Lake was named one of the best in the Midwest,sport,golf,,beautiful public 27 hole golf course on the banks of rend lake was named one of the best in the midwest,beautiful public 27 hole golf course on the banks of rend lake was named one of the best in the midwest,enjoyillinois
Schaumburg Boomers Baseball,Minor league baseball. Promotional giveaway nights. Fireworks at Friday and Saturday night home games.,sport,baseball,,minor league baseball promotional giveaway nights fireworks at friday and saturday night home games,minor league baseball promotional giveaway nights fireworks at friday and saturday night home games,enjoyillinois
Peoria Chiefs Baseball Team,The Peoria Chiefs are the St. Louis Cardinals Single A Affiliate in Peoria.,sport,baseball,,the peoria chiefs are the st louis cardinals single a affiliate in peoria,the peoria chiefs are the st louis cardinals single a affiliate in peoria,enjoyillinois
The Chicago Dogs,"Enjoy great baseball and entertainment all season long at our world-class ballpark, Impact Field.",sport,baseball,,enjoy great baseball and entertainment all season long at our world class ballpark  impact field,enjoy great baseball and entertainment all season long at our world class ballpark  impact field,enjoyillinois
Kane County Cougars Baseball at Fifth Third Bank Ballpark,"Minor league, Class A, Chicago Cubs affiliate. Games and events April-Sept. 14,000 seats, parking for 10,000. Easy access from I-88. Perfect for concerts, corporate outings and more.",sport,baseball,,minor league class a chicago cubs affiliate game and event april sept 14 000 seat parking for 10 000 easy access from i88 perfect for concert corporate outing and more,minor league class a chicago cubs affiliate game and event april sept 14 000 seat parking for 10 000 easy access from i88 perfect for concert corporate outing and more,enjoyillinois
The Corn Crib,The state-of-the-art Corn Crib Stadium is home to the Normal CornBelters and Heartland Community College athletic teams.,sport,baseball,,the state of the art corn crib stadium be home to the normal cornbelters and heartland community college athletic team,the state of the art corn crib stadium be home to the normal cornbelters and heartland community college athletic team,enjoyillinois
Lloyd Hopkins Field,"home of the Alton River Dragons, a Prospect League team, who had their inaugural season in 2021",sport,baseball,,home of the alton river dragons a prospect league team who have their inaugural season in 2021,home of the alton river dragons a prospect league team who have their inaugural season in 2021,enjoyillinois
Joliet Slammers,dedicated to bringing fans major league entertainment at minor league prices,sport,baseball,,dedicated to bringing fans major league entertainment at minor league prices,dedicated to bringing fans major league entertainment at minor league prices,enjoyillinois
Springfield Sliders Baseball,Springfield's very own baseball team,sport,baseball,,springfields very own baseball team,springfields very own baseball team,enjoyillinois
Decatur Blaze Hockey,a proud member of the USPHL - a Junior A league - and plays out of the Decatur Civic Center,sport,hockey,,a proud member of the usphl a junior a league and play out of the decatur civic center,a proud member of the usphl a junior a league and play out of the decatur civic center,enjoyillinois
Peoria Rivermen Hockey,"a minor league hockey club, great promotions and entertainment at affordable prices for families",sport,hockey,,a minor league hockey club great promotions and entertainment at affordable prices for families,a minor league hockey club great promotions and entertainment at affordable prices for families,enjoyillinois
Windy City ThunderBolts,"a professional minor league baseball team located in Crestwood, Illinois",sport,baseball,,a professional minor league baseball team located in crestwood illinois,a professional minor league baseball team located in crestwood illinois,enjoyillinois
Kane County Cougars,50-acre forest preserve houses the Philip B. Elfstrom Stadium (home of the Kane County Cougars minor league baseball team),sport,baseball,,50 acre forest preserve house the philip b elfstrom stadium home of the kane county cougars minor league baseball team,50 acre forest preserve house the philip b elfstrom stadium home of the kane county cougars minor league baseball team,enjoyillinois
Quad City Storm,a minor league hockey team bringing major league excitement to Vibrant Arena in Moline,sport,hockey,,a minor league hockey team bringing major league excitement to vibrant arena in moline,a minor league hockey team bringing major league excitement to vibrant arena in moline,enjoyillinois
GCS Ballpark - Gateway Grizzlies,serves as the home ballpark for the Gateway Grizzlies of the Frontier League - officially sponsored by GCS Credit Union,sport,baseball,,serves as the home ballpark for the gateway grizzlies of the frontier league officially sponsor by gcs credit union,serves as the home ballpark for the gateway grizzlies of the frontier league officially sponsor by gcs credit union,enjoyillinois
Charleston Speedway,Dirt track racing every Saturday night from April-October in East Central Illinois,sport,racing,,dirt track race every saturday night from april october in east central illinois,dirt track race every saturday night from april october in east central illinois,enjoyillinois
Cordova Dragway Park,An IHRA drag racing facility. It is a 1/4 mile drag strip with concrete walls. Racing April thru October on Friday nights and Saturday nights and most Sundays. Weekly racing along with many special events.,sport,racing,,an ihra drag racing facility it be a 1/4 mile drag strip with concrete wall race april thru october on friday night and saturday night and most sunday weekly race along with many special event,an ihra drag racing facility it be a 1/4 mile drag strip with concrete wall race april thru october on friday night and saturday night and most sunday weekly race along with many special event,enjoyillinois
Southern Illinois Raceway,"Home of the Highbanks Hustle and the Terry Sprague Memorial Race! a quick, high-banked 1/8th mile clay oval most often seeing lap times in the 9 - 11 second range.
",sport,racing,,home of the highbanks hustle and the terry sprague memorial race a quick high banked 1/8th mile clay oval most often see lap time in the 9 11 second range,home of the highbanks hustle and the terry sprague memorial race a quick high banked 1/8th mile clay oval most often see lap time in the 9 11 second range,enjoyillinois
Chicagoland Speedway,"a $130 million, 1.5-mile, D-shaped, tri-oval speedway that annually hosts the start of the NASCAR Playoffs in September",sport,racing,,a $130 million 1.5 mile d shaped trioval speedway that annually host the start of the nascar playoffs in september,a $130 million 1.5 mile d shaped trioval speedway that annually host the start of the nascar playoffs in september,enjoyillinois
Peoria Motorcycle Club,Enjoy professional motorcycle racing at the Peoria Motorcycle Club - home to the Grant National TT Championship! It is the oldest continuing dirt track in the world,sport,racing,,enjoy professional motorcycle race at the peoria motorcycle club home to the grant national tt championship it be the old continue dirt track in the world,enjoy professional motorcycle race at the peoria motorcycle club home to the grant national tt championship it be the old continue dirt track in the world,enjoyillinois
Sycamore Speedway,Provides Quality Entertainment For All Ages! Racing every Friday and Saturday from the months of April to September.,sport,racing,,provide quality entertainment for all ages race every friday and saturday from the month of april to september,provide quality entertainment for all ages race every friday and saturday from the month of april to september,enjoyillinois
American Legion Speedway,"Offering some of the best dirt track racing in the Midwest, see UMP late models and street stock car racing at American Legion Speedway every Saturday from mid-May through Labor Day weekend.",sport,racing,,offer some of the good dirt track race in the midwest see ump late model and street stock car race at american legion speedway every saturday from mid may through labor day weekend,offer some of the good dirt track race in the midwest see ump late model and street stock car race at american legion speedway every saturday from mid may through labor day weekend,enjoyillinois
Jacksonville Speedway,The Jacksonville Speedway is home to Friday night races!,sport,racing,,the jacksonville speedway is home to friday night races,the jacksonville speedway is home to friday night races,enjoyillinois
World Wide Technology Raceway,"home of NASCAR Cup Circuit along with INDYCAR and NHRA racing. Covering more than 380 acres, WWTR is the largest outdoor entertainment facility in the region.",sport,racing,,home of nascar cup circuit along with indycar and nhra race cover more than 380 acre wwtr be the large outdoor entertainment facility in the region,home of nascar cup circuit along with indycar and nhra race cover more than 380 acre wwtr be the large outdoor entertainment facility in the region,enjoyillinois
Tri-City Speedway,a 3/8 mile dirt oval which is measured 20 feet from the outside wall.,sport,racing,,a 3/8 mile dirt oval which is measured 20 feet from the outside wall,a 3/8 mile dirt oval which is measured 20 feet from the outside wall,enjoyillinois
Route 66 Raceway,Home of the Route 66 NHRA Nationals in July,sport,racing,,home of the route 66 nhra nationals in july,home of the route 66 nhra nationals in july,enjoyillinois
Lincoln Trail Motosports,a family friendly motorcycle and ATV riding park as well as one of the premier race tracks in the Midwest.,sport,racing,,a family friendly motorcycle and atv riding park as well as one of the premier race tracks in the midwest,a family friendly motorcycle and atv riding park as well as one of the premier race tracks in the midwest,enjoyillinois
Macon Speedway,The world's fastest 1/5 mile dirt oval since being built in 1946 Racing every Saturday night plus some weeknight special events.,sport,racing,,the world's fastest 1/5 mile dirt oval since being built in 1946 racing every saturday night plus some weeknight special events,the world's fastest 1/5 mile dirt oval since being built in 1946 racing every saturday night plus some weeknight special events,enjoyillinois
Accelerate Indoor Speedway & Events,"Our attractive, upscale facility has the latest technology to make sure your experience is second to none!",sport,racing,,our attractive upscale facility has the latest technology to make sure your experience is second to none,our attractive upscale facility has the latest technology to make sure your experience is second to none,enjoyillinois
Gordyville U.S.A.,"The multi-functional grounds are the site of several diverse events such as horse shows, flea markets, farm equipment sales, estate and land auctions, and the Annual Gifford Bank Craft Show.",sport,racing,,the multi-functional ground be the site of several diverse event such as horse show flea market farm equipment sale estate and land auction and the annual gifford bank craft show,the multi-functional ground be the site of several diverse event such as horse show flea market farm equipment sale estate and land auction and the annual gifford bank craft show,enjoyillinois
Fanduel Sportsbook & Horse Racing,Live Racing with Sports & Simulcast Wagering,sport,racing,,live racing with sports and  simulcast wagering,live racing with sports and  simulcast wagering,enjoyillinois
Quincy Raceways,"IMCA Late Models, A & B Modified and Bombers every Sunday at 6:30PM April through August! Watch for special racing events and concerts throughout the year.",sport,racing,,imca late model a & b modified and bomber every sunday at 6 30pm april through august watch for special racing event and concert throughout the year,imca late model a & b modified and bomber every sunday at 6 30pm april through august watch for special racing event and concert throughout the year,enjoyillinois
Wayne County Speedway, home to good time Midget and Micro Racing on a dirt track.,sport,racing,,home to good time midget and micro racing on a dirt track,home to good time midget and micro racing on a dirt track,enjoyillinois
Chicagoland Speedway Camping,"Choose from 4 unique camping options at Chicagoland Speedway! Benefits include: free newspaper delivery, payment plan options, free tram services around the facility, and non-stop entertainment.",sport,camping ,,choose from 4 unique camping option at chicagoland speedway benefits include free newspaper delivery payment plan option free tram service around the facility and non-stop entertainment,choose from 4 unique camping option at chicagoland speedway benefits include free newspaper delivery payment plan option free tram service around the facility and non-stop entertainment,enjoyillinois
K1 Speed - Addison,"indoor kart racing and entertainment facility features CyberSport, a multiplayer game that blends bumper cars, lacrosse and basketball into an alternative to racing",sport,racing,,indoor kart racing and entertainment facility features cybersport a multiplayer game that blends bumper cars lacrosse and basketball into an alternative to racing,indoor kart racing and entertainment facility features cybersport a multiplayer game that blends bumper cars lacrosse and basketball into an alternative to racing,enjoyillinois
Autobahn Country Club,A Country Club for motorsports.,sport,racing,,a country club for motorsports,a country club for motorsports,enjoyillinois
Coles County Speedway,one of the oldest dirt track facilities in the Midwest. The track features a challenging 1/8th mile dirt/clay oval,sport,racing,,one of the oldest dirt track facilities in the midwest the track features a challenging 1/8th mile dirt clay oval,one of the oldest dirt track facilities in the midwest the track features a challenging 1/8th mile dirt clay oval,enjoyillinois
Lincoln Speedway Auto Racing,The dirt track opened in 2004. Races are scheduled from April through September.,sport,racing,,the dirt track opened in 2004 races are scheduled from april through september,the dirt track opened in 2004 races are scheduled from april through september,enjoyillinois
Wrigley Field,The Friendly Confines is a historical landmark on the north side and is the second-oldest ballpark in the major leagues,sport,professional teams,,the friendly confines is a historical landmark on the north side and is the second oldest ballpark in the major leagues,the friendly confines is a historical landmark on the north side and is the second oldest ballpark in the major leagues,enjoyillinois
Chicago Bears,"a founding franchise of the NFL, uphold the values of the City of Chicago and its people, uniting them as no other organization can",sport,professional teams,,a founding franchise of the nfl uphold the values of the city of chicago and its people uniting them as no other organization can,a founding franchise of the nfl uphold the values of the city of chicago and its people uniting them as no other organization can,enjoyillinois
Murphy's Rooftop,offers the most intimate setting among the Wrigley Field rooftops,sport,professional teams,,offers the most intimate setting among the wrigley field rooftops,offers the most intimate setting among the wrigley field rooftops,enjoyillinois
Chicago White Sox,Major League Baseball's Chicago White Sox play April - October at Guaranteed Rate Field. Group outings and events/meeting spaces are available year-round,sport,professional teams,,major league baseball's chicago white sox play april october at guaranteed rate field group outing and event meeting space be available year round,major league baseball's chicago white sox play april october at guaranteed rate field group outing and event meeting space be available year round,enjoyillinois
Chicago Bulls,Home of the six-time World Champion Chicago Bulls. Regular season runs October-April. Visit website for ticket availability.,sport,professional teams,,home of the six time world champion chicago bulls regular season run october to april visit website for ticket availability,home of the six time world champion chicago bulls regular season run october to april visit website for ticket availability,enjoyillinois
Chicago Lakefront Trail,"a runner’s paradise, spanning an impressive 17-miles of natural beauty and man-made inspirations. It runs north from downtown to Foster Avenue and south to 31st beach.",sport,running/biking,,a runners paradise span an impressive 17 mile of natural beauty and man made inspiration it run north from downtown to foster avenue and south to 31st beach,a runners paradise span an impressive 17 mile of natural beauty and man made inspiration it run north from downtown to foster avenue and south to 31st beach,enjoyillinois
The 606,"Running along the former Bloomingdale Line, The 606 is an elevated, 2.7 mile landscaped trail that draws runners and bikers from Chicago and afar.",sport,running/biking,,running along the former bloomingdale line the 606 be an elevated 2.7 mile landscape trail that draw runner and biker from chicago and afar,running along the former bloomingdale line the 606 be an elevated 2.7 mile landscape trail that draw runner and biker from chicago and afar,enjoyillinois
Green Bay Trail,"The Green Bay Trail is currently a rails with trails built on the former Chicago North Shore and Milwaukee Railroad. It runs parallel to the Metra North Line for nearly nine miles between from Wilmette, IL to Highland Park, IL.",sport,running/biking,,the green bay trail be currently a rail with trail build on the former chicago north shore and milwaukee railroad it run parallel to the metra north line for nearly nine mile between from wilmette il to highland park il,the green bay trail be currently a rail with trail build on the former chicago north shore and milwaukee railroad it run parallel to the metra north line for nearly nine mile between from wilmette il to highland park il,enjoyillinois
The Watershed Nature Center,"The Watershed Nature Center is home to over 40 acres of prairie, forest, and wetland habitats.",sport,hiking,,home to over 40 acres of prairie forest and wetland habitats,home to over 40 acres of prairie forest and wetland habitats,enjoyillinois
Deer Grove Forest Preserve,"Located in Palatine, IL, Deer Grove Forest Preserve has trails that offer a moderate level of difficulty. At almost 10 miles in length, the hiking trials make Deer Grove worth a visit",sport,biking,,locate in palatine il deer grove forest preserve have trail that offer a moderate level of difficulty at almost 10 mile in length the hiking trial make deer grove worth a visit,locate in palatine il deer grove forest preserve have trail that offer a moderate level of difficulty at almost 10 mile in length the hiking trial make deer grove worth a visit,enjoyillinois
Topgolf Naperville,a revolutionary state-of-the-art entertainment facility centered around the game of golf,sport,sport venues,,a revolutionary state of the art entertainment facility centered around the game of golf,a revolutionary state of the art entertainment facility centered around the game of golf,enjoyillinois
The Corn Crib,The state-of-the-art Corn Crib Stadium is home to the Normal CornBelters and Heartland Community College athletic teams.,sport,professional teams,,the state of the art corn crib stadium be home to the normal cornbelters and heartland community college athletic team,the state of the art corn crib stadium be home to the normal cornbelters and heartland community college athletic team,enjoyillinois
Gateway Convention Center,"has up to 50,000 square feet of event space and has extensive experience with hosting cheer and dance events, boxing tournaments, fishing shows and much more",sport,professional teams,,has up to 50000 square feet of event space and has extensive experience with hosting cheer and dance events boxing tournaments fishing shows and much more,has up to 50000 square feet of event space and has extensive experience with hosting cheer and dance events boxing tournaments fishing shows and much more,enjoyillinois
